order_id,customer_id,product_id,order_date,quantity,discount_pct,total_amount,payment_method,shipping_city,shipping_state,delivery_days,marketing_channel,is_returning_customer,review_rating,return_flag
ORD000068,CUST00703,PROD0036,2024-03-30,3,20,1177.92,Bank Transfer,COCity3,CO,13.0,Email,1,3.0,0
ORD000069,CUST02730,PROD0037,2023-08-25,1,25,229.67,Credit Card,WACity2,WA,9.0,Paid Ads,1,4.0,0
ORD000070,CUST00087,PROD0037,2023-02-23,2,5,703.51,Debit Card,PACity3,PA,2.0,Paid Ads,1,1.0,0
ORD000071,CUST01540,PROD0023,2024-07-04,5,25,1853.74,Credit Card,NCCity3,NC,6.0,Referral,1,3.0,0
ORD000072,CUST01700,PROD0026,2023-12-13,2,15,721.19,Bank Transfer,COCity2,CO,4.0,Paid Ads,1,4.0,0
ORD000073,CUST02816,PROD0034,2023-03-13,4,0,1052.52,Debit Card,FLCity2,FL,11.0,Organic Search,1,1.0,0
ORD000074,CUST02599,PROD0038,2023-06-04,1,5,86.42,Debit Card,PACity1,PA,9.0,Direct,1,2.0,0
ORD000075,CUST00810,PROD0012,2023-01-01,5,10,577.08,Credit Card,FLCity3,FL,8.0,Email,1,4.0,0
ORD000076,CUST01632,PROD0039,2024-05-04,4,20,685.57,Credit Card,NYCity1,NY,14.0,Email,0,5.0,0
ORD000077,CUST02438,PROD0040,2023-10-21,2,25,198.54,Credit Card,NYCity2,NY,8.0,Email,1,4.0,0
ORD000078,CUST00560,PROD0041,2023-06-09,2,0,916.98,Apple Pay,CACity1,CA,14.0,Social Media,0,,0
ORD000079,CUST01617,PROD0015,2024-11-14,4,0,629.48,Debit Card,FLCity2,FL,1.0,Social Media,1,2.0,0
ORD000080,CUST01046,PROD0022,2023-11-12,4,15,1085.65,Debit Card,COCity3,CO,1.0,Social Media,1,5.0,1
ORD000081,CUST00142,PROD0029,2024-07-29,2,25,201.54,Bank Transfer,AZCity3,AZ,3.0,Paid Ads,1,4.0,0
ORD000082,CUST00051,PROD0019,2022-06-03,4,0,1418.0,Bank Transfer,AZCity3,AZ,4.0,Email,1,5.0,0
ORD000083,CUST02051,PROD0001,2023-09-01,5,20,629.8,PayPal,NYCity3,NY,14.0,Paid Ads,1,2.0,0
ORD000084,CUST01102,PROD0002,2024-12-18,1,25,370.19,Apple Pay,VACity1,VA,2.0,Direct,1,2.0,0
ORD000085,CUST01182,PROD0012,2024-04-16,2,0,380.9,Gift Card,ILCity1,IL,8.0,Paid Ads,0,3.0,0
ORD000086,CUST00761,PROD0023,2024-03-25,2,20,213.41,PayPal,TXCity2,TX,11.0,Organic Search,0,2.0,0
ORD000087,CUST01548,PROD0026,2023-11-29,3,5,56.09,Credit Card,VACity2,VA,8.0,Direct,0,2.0,0
ORD000088,CUST02386,PROD0024,2024-05-26,2,0,527.12,Apple Pay,VACity2,VA,10.0,Social Media,1,,1
ORD000089,CUST01381,PROD0002,2024-03-30,3,15,873.43,Apple Pay,CACity2,CA,,Referral,1,4.0,1
ORD000090,CUST00235,PROD0027,2023-07-13,1,20,5.22,Gift Card,NCCity3,NC,14.0,Email,0,3.0,0
ORD000091,CUST02865,PROD0025,2023-11-25,4,25,933.24,PayPal,WACity3,WA,7.0,Organic Search,1,4.0,0
ORD000092,CUST02596,PROD0007,2022-11-08,4,25,361.83,Apple Pay,FLCity2,FL,12.0,Direct,1,2.0,0
ORD000093,CUST02866,PROD0019,2024-08-15,3,0,916.65,Credit Card,NYCity3,NY,10.0,Email,1,,0
ORD000094,CUST02757,PROD0041,2024-04-27,4,25,1433.25,Bank Transfer,ILCity3,IL,9.0,Direct,0,4.0,0
ORD000095,CUST00367,PROD0042,2023-07-01,2,15,790.26,Apple Pay,FLCity2,FL,13.0,Direct,0,4.0,0
ORD000096,CUST00505,PROD0040,2023-08-21,4,15,169.22,Bank Transfer,CACity1,CA,10.0,Direct,0,2.0,0
ORD000097,CUST02970,PROD0001,2023-07-21,2,0,231.32,Debit Card,COCity2,CO,2.0,Direct,1,2.0,0
ORD000098,CUST00476,PROD0013,2024-04-14,3,0,1431.78,Apple Pay,MACity2,MA,1.0,Email,0,,0
ORD000099,CUST01496,PROD0040,2024-03-08,5,0,1487.15,PayPal,FLCity2,FL,1.0,Paid Ads,0,,0
ORD000100,CUST02048,PROD0041,2023-04-10,5,0,726.4,PayPal,PACity3,PA,,Direct,1,4.0,0
ORD000101,CUST02351,PROD0030,2023-03-06,3,20,848.52,Bank Transfer,AZCity1,AZ,13.0,Paid Ads,1,5.0,0
ORD000102,CUST02869,PROD0039,2024-12-28,4,0,612.24,PayPal,NCCity1,NC,9.0,Social Media,1,5.0,0
ORD000103,CUST01602,PROD0011,2024-04-12,3,5,996.67,Gift Card,FLCity3,FL,14.0,Organic Search,0,,0
ORD000104,CUST02907,PROD0041,2022-10-27,5,25,274.09,Bank Transfer,ILCity2,IL,3.0,Direct,1,4.0,0
ORD000105,CUST00038,PROD0033,2022-07-11,2,20,306.24,Apple Pay,COCity3,CO,14.0,Paid Ads,0,3.0,1
ORD000106,CUST00215,PROD0011,2022-09-21,5,0,1098.7,Apple Pay,NCCity3,NC,12.0,Social Media,0,5.0,0
ORD000107,CUST01240,PROD0017,2023-09-17,4,0,1556.2,PayPal,VACity2,VA,14.0,Organic Search,1,5.0,0
ORD000108,CUST00492,PROD0043,2022-12-04,4,5,1225.5,Gift Card,NCCity1,NC,10.0,Paid Ads,1,5.0,0
ORD000109,CUST01573,PROD0002,2024-06-20,5,15,284.71,Credit Card,VACity1,VA,12.0,Social Media,1,,0
ORD000110,CUST02278,PROD0044,2024-12-26,4,0,146.6,Debit Card,WACity1,WA,11.0,Organic Search,1,2.0,0
ORD000111,CUST02273,PROD0029,2023-09-16,1,5,65.32,Credit Card,TXCity3,TX,3.0,Organic Search,1,2.0,0
ORD000112,CUST00511,PROD0022,2024-12-12,2,0,428.82,PayPal,GACity1,GA,5.0,Direct,1,1.0,1
ORD000113,CUST02188,PROD0040,2023-11-09,4,15,1186.87,Credit Card,CACity3,CA,9.0,Paid Ads,0,,0
ORD000114,CUST00151,PROD0045,2024-05-10,2,5,909.95,Credit Card,GACity3,GA,6.0,Referral,1,4.0,0
ORD000115,CUST01045,PROD0012,2023-04-27,4,10,830.7,Bank Transfer,PACity3,PA,7.0,Email,0,3.0,0
ORD000116,CUST02594,PROD0025,2023-11-27,5,0,1651.85,Apple Pay,TXCity2,TX,14.0,Organic Search,1,3.0,0
ORD000117,CUST02473,PROD0037,2023-07-14,1,20,214.46,PayPal,ILCity1,IL,6.0,Paid Ads,0,2.0,0
ORD000118,CUST00925,PROD0024,2022-12-11,4,5,1861.43,PayPal,MICity2,MI,2.0,Referral,1,2.0,0
ORD000119,CUST02006,PROD0011,2022-04-30,5,10,1950.16,Apple Pay,AZCity3,AZ,2.0,Paid Ads,1,1.0,0
ORD000120,CUST01414,PROD0044,2023-02-19,5,20,1766.4,Bank Transfer,CACity2,CA,10.0,Paid Ads,1,3.0,0
ORD000121,CUST02694,PROD0039,2022-12-16,5,0,1845.15,Gift Card,FLCity3,FL,11.0,Social Media,0,5.0,0
ORD000122,CUST02895,PROD0039,2024-10-09,3,10,1080.65,Debit Card,GACity2,GA,7.0,Email,1,,1
ORD000123,CUST02604,PROD0037,2024-02-26,4,0,1545.76,Debit Card,MACity3,MA,2.0,Referral,1,2.0,0
ORD000124,CUST00236,PROD0020,2022-10-17,4,0,1620.52,Apple Pay,NYCity2,NY,11.0,Referral,0,,1
ORD000125,CUST02807,PROD0003,2023-05-30,4,5,45.14,Debit Card,WACity3,WA,1.0,Direct,1,5.0,0
ORD000126,CUST02709,PROD0044,2024-07-31,1,0,305.65,PayPal,GACity3,GA,13.0,Paid Ads,0,,0
ORD000127,CUST02105,PROD0035,2024-02-07,4,15,655.01,Credit Card,ILCity1,IL,6.0,Email,1,4.0,0
ORD000128,CUST01226,PROD0016,2023-06-02,2,20,9.78,Apple Pay,NCCity1,NC,5.0,Referral,0,,0
ORD000129,CUST02000,PROD0029,2022-08-03,5,10,1047.96,Apple Pay,WACity2,WA,2.0,Email,1,1.0,0
ORD000130,CUST00037,PROD0028,2024-07-30,2,0,93.9,PayPal,CACity2,CA,2.0,Paid Ads,1,5.0,0
ORD000131,CUST01928,PROD0027,2022-10-28,3,0,651.09,Apple Pay,OHCity3,OH,13.0,Paid Ads,1,4.0,0
ORD000132,CUST00573,PROD0042,2023-08-26,3,5,1260.75,Bank Transfer,PACity1,PA,4.0,Email,0,4.0,0
ORD000133,CUST00130,PROD0030,2022-12-23,3,25,143.55,Apple Pay,ILCity3,IL,8.0,Referral,1,3.0,0
ORD000134,CUST02974,PROD0012,2024-05-17,1,0,479.05,Debit Card,FLCity1,FL,3.0,Organic Search,1,5.0,0
ORD000135,CUST02779,PROD0015,2023-07-07,5,20,1480.12,Debit Card,MACity2,MA,5.0,Referral,1,4.0,0
ORD000136,CUST00625,PROD0004,2023-10-07,2,0,288.32,Apple Pay,COCity2,CO,12.0,Direct,1,4.0,0
ORD000137,CUST00423,PROD0044,2024-08-08,2,0,196.78,Debit Card,MACity1,MA,2.0,Paid Ads,0,3.0,0
ORD000138,CUST01747,PROD0017,2023-05-26,1,20,346.28,Debit Card,COCity2,CO,9.0,Email,1,4.0,0
ORD000139,CUST01746,PROD0001,2024-12-28,1,10,140.06,Credit Card,ILCity2,IL,5.0,Paid Ads,0,5.0,0
ORD000140,CUST00168,PROD0007,2022-06-13,2,10,263.21,PayPal,GACity3,GA,2.0,Email,1,5.0,0
ORD000141,CUST01247,PROD0043,2023-01-07,5,0,1931.9,Gift Card,OHCity2,OH,6.0,Email,1,5.0,0
ORD000142,CUST00976,PROD0006,2023-04-01,5,0,975.5,Bank Transfer,NCCity1,NC,11.0,Paid Ads,1,2.0,0
ORD000143,CUST00791,PROD0005,2024-04-26,1,15,400.52,Bank Transfer,COCity2,CO,12.0,Paid Ads,0,5.0,1
ORD000144,CUST00180,PROD0030,2023-09-24,5,15,1518.27,Apple Pay,CACity2,CA,8.0,Referral,0,2.0,0
ORD000145,CUST02064,PROD0023,2023-04-06,5,0,703.5,Bank Transfer,VACity2,VA,1.0,Social Media,1,1.0,0
ORD000146,CUST02028,PROD0044,2023-02-08,1,20,69.54,Debit Card,CACity3,CA,13.0,Organic Search,0,5.0,0
ORD000147,CUST00656,PROD0034,2024-01-04,1,25,330.13,PayPal,FLCity3,FL,12.0,Direct,1,,0
ORD000148,CUST01100,PROD0018,2024-11-08,2,5,52.4,Debit Card,FLCity2,FL,1.0,Email,0,3.0,1
ORD000149,CUST00212,PROD0038,2024-09-09,5,15,265.67,Gift Card,TXCity3,TX,10.0,Email,1,5.0,0
ORD000150,CUST02958,PROD0014,2022-12-05,3,0,497.07,PayPal,ILCity3,IL,,Paid Ads,0,1.0,0
ORD000151,CUST01049,PROD0046,2024-02-19,5,20,230.76,PayPal,TXCity3,TX,5.0,Email,1,,0
ORD000152,CUST00836,PROD0012,2024-12-21,4,20,383.04,Debit Card,OHCity2,OH,3.0,Paid Ads,0,5.0,0
ORD000153,CUST00774,PROD0041,2024-04-14,3,0,46.26,Debit Card,AZCity1,AZ,14.0,Organic Search,0,5.0,0
ORD000154,CUST01747,PROD0047,2023-09-19,1,0,363.53,Credit Card,COCity3,CO,13.0,Organic Search,0,1.0,0
ORD000155,CUST00056,PROD0023,2024-01-13,2,10,695.18,Credit Card,OHCity1,OH,11.0,Referral,0,1.0,0
ORD000156,CUST01387,PROD0018,2024-05-11,2,25,364.22,Gift Card,ILCity1,IL,5.0,Direct,0,5.0,0
ORD000157,CUST01096,PROD0003,2024-11-25,1,0,413.34,Debit Card,CACity3,CA,5.0,Organic Search,1,2.0,0
ORD000158,CUST00919,PROD0030,2024-03-22,4,10,280.62,Credit Card,GACity1,GA,11.0,Social Media,1,5.0,0
ORD000159,CUST00695,PROD0009,2024-05-10,3,15,463.77,Debit Card,NCCity1,NC,6.0,Social Media,1,2.0,0
ORD000160,CUST02173,PROD0017,2024-08-01,4,10,285.7,Apple Pay,NYCity3,NY,14.0,Direct,0,4.0,0
ORD000161,CUST01512,PROD0043,2024-12-15,2,0,780.0,Apple Pay,VACity2,VA,3.0,Organic Search,1,5.0,0
ORD000162,CUST00464,PROD0002,2023-06-30,2,0,99.54,Apple Pay,COCity1,CO,13.0,Direct,1,5.0,0
ORD000163,CUST01696,PROD0013,2024-06-25,2,25,292.02,Apple Pay,WACity3,WA,9.0,Organic Search,1,5.0,0
ORD000164,CUST02380,PROD0044,2024-12-05,2,5,670.76,Gift Card,NYCity2,NY,1.0,Social Media,0,4.0,1
ORD000165,CUST00548,PROD0043,2023-11-18,3,0,550.86,Apple Pay,NCCity2,NC,8.0,Paid Ads,1,3.0,0
ORD000166,CUST00864,PROD0009,2024-07-09,2,0,126.06,Credit Card,FLCity2,FL,12.0,Direct,1,1.0,0
ORD000167,CUST00435,PROD0033,2023-07-03,4,0,1678.12,Credit Card,NYCity1,NY,3.0,Referral,0,5.0,0
ORD000168,CUST01706,PROD0039,2023-12-12,2,10,675.56,Credit Card,FLCity2,FL,7.0,Email,1,5.0,0
ORD000169,CUST00456,PROD0024,2023-09-22,5,0,1884.05,Gift Card,VACity1,VA,7.0,Direct,1,5.0,0
ORD000170,CUST01057,PROD0008,2024-06-05,3,20,854.71,Debit Card,COCity1,CO,,Direct,1,2.0,0
ORD000171,CUST00868,PROD0033,2024-06-08,2,0,398.36,Apple Pay,AZCity3,AZ,8.0,Paid Ads,1,5.0,0
ORD000172,CUST00224,PROD0015,2024-10-21,2,0,277.22,Gift Card,NYCity1,NY,6.0,Organic Search,0,5.0,0
ORD000173,CUST00268,PROD0033,2024-03-06,3,5,279.1,Gift Card,MACity3,MA,1.0,Organic Search,1,4.0,0
ORD000174,CUST02310,PROD0005,2024-08-01,1,10,144.65,PayPal,CACity1,CA,6.0,Social Media,1,4.0,1
ORD000175,CUST02973,PROD0048,2022-09-15,3,0,619.83,Apple Pay,ILCity3,IL,13.0,Referral,1,3.0,0
ORD000176,CUST00154,PROD0049,2024-01-16,4,0,175.92,Bank Transfer,VACity3,VA,4.0,Paid Ads,1,4.0,0
ORD000177,CUST02055,PROD0008,2024-05-21,3,0,679.5,Credit Card,NCCity2,NC,5.0,Direct,1,5.0,0
ORD000178,CUST02798,PROD0038,2023-10-04,5,0,1527.0,PayPal,ILCity3,IL,11.0,Referral,0,5.0,0
ORD000179,CUST00358,PROD0031,2024-12-25,2,0,934.72,Bank Transfer,TXCity1,TX,5.0,Social Media,0,5.0,0
ORD000180,CUST01057,PROD0032,2023-10-21,2,25,705.33,Bank Transfer,COCity1,CO,6.0,Paid Ads,1,4.0,0
ORD000181,CUST01806,PROD0044,2024-12-02,3,20,455.93,Credit Card,COCity3,CO,8.0,Referral,1,4.0,0
ORD000182,CUST02638,PROD0034,2023-01-24,1,0,81.51,Debit Card,NYCity2,NY,7.0,Social Media,1,3.0,0
ORD000183,CUST01894,PROD0037,2024-10-09,4,25,710.7,Apple Pay,MICity1,MI,2.0,Social Media,1,3.0,0
ORD000184,CUST00818,PROD0029,2023-03-18,3,25,392.62,Gift Card,FLCity1,FL,12.0,Paid Ads,1,5.0,0
ORD000185,CUST01925,PROD0025,2022-06-11,5,20,82.04,Debit Card,VACity1,VA,13.0,Organic Search,1,5.0,0
ORD000186,CUST00867,PROD0035,2024-02-28,3,0,389.34,Bank Transfer,GACity1,GA,3.0,Social Media,0,2.0,0
ORD000187,CUST01720,PROD0025,2023-01-23,2,0,832.24,Apple Pay,FLCity2,FL,6.0,Social Media,0,4.0,0
ORD000188,CUST01948,PROD0039,2024-11-17,3,20,1096.18,Gift Card,WACity1,WA,9.0,Paid Ads,1,4.0,0
ORD000189,CUST01327,PROD0029,2023-11-03,2,0,897.54,Apple Pay,AZCity2,AZ,14.0,Email,1,5.0,0
ORD000190,CUST02133,PROD0041,2024-12-31,4,0,1285.04,Debit Card,NYCity1,NY,4.0,Referral,1,4.0,0
ORD000191,CUST01547,PROD0013,2023-05-17,2,0,972.02,Gift Card,WACity2,WA,14.0,Organic Search,1,5.0,0
ORD000192,CUST02865,PROD0047,2023-07-19,4,20,573.15,Apple Pay,WACity3,WA,13.0,Email,0,5.0,0
ORD000193,CUST00725,PROD0017,2023-05-29,5,10,993.42,Credit Card,NCCity3,NC,12.0,Organic Search,1,5.0,0
ORD000194,CUST00426,PROD0046,2023-11-11,4,0,225.28,PayPal,COCity3,CO,8.0,Social Media,0,,0
ORD000195,CUST00868,PROD0021,2024-03-09,4,25,185.04,Bank Transfer,AZCity1,AZ,6.0,Direct,1,5.0,0
ORD000196,CUST01622,PROD0013,2024-02-16,5,10,654.21,Apple Pay,ILCity2,IL,14.0,Organic Search,0,5.0,0
ORD000197,CUST00064,PROD0045,2022-05-21,5,15,1746.41,Debit Card,FLCity2,FL,3.0,Referral,1,5.0,0
ORD000198,CUST02640,PROD0046,2022-09-02,4,20,220.13,Apple Pay,TXCity3,TX,3.0,Paid Ads,1,5.0,0
ORD000199,CUST00408,PROD0040,2023-02-26,1,20,254.05,Credit Card,FLCity3,FL,5.0,Organic Search,0,,0
ORD000200,CUST00106,PROD0046,2023-02-03,2,0,37.54,Apple Pay,TXCity3,TX,7.0,Direct,0,1.0,0
ORD000201,CUST02587,PROD0013,2023-11-22,2,5,623.2,Apple Pay,MACity2,MA,4.0,Email,1,,0
ORD000202,CUST02701,PROD0026,2023-07-11,2,0,631.16,Debit Card,COCity1,CO,8.0,Organic Search,0,2.0,0
ORD000203,CUST00317,PROD0013,2023-11-26,4,0,219.32,Bank Transfer,CACity2,CA,2.0,Social Media,0,5.0,1
ORD000204,CUST01538,PROD0015,2024-10-31,2,0,188.0,PayPal,MICity1,MI,11.0,Social Media,0,1.0,0
ORD000205,CUST02515,PROD0003,2024-04-25,2,10,473.89,Debit Card,AZCity1,AZ,4.0,Paid Ads,1,1.0,0
ORD000206,CUST01495,PROD0009,2023-08-28,3,0,220.77,Credit Card,WACity3,WA,12.0,Email,1,3.0,0
ORD000207,CUST02901,PROD0032,2023-06-14,4,20,706.72,Bank Transfer,MICity1,MI,5.0,Email,1,3.0,0
ORD000208,CUST01610,PROD0008,2024-04-26,3,5,247.95,Bank Transfer,OHCity3,OH,8.0,Email,1,5.0,0
ORD000209,CUST01306,PROD0036,2023-10-22,4,15,739.53,Gift Card,PACity2,PA,11.0,Email,1,2.0,0
ORD000210,CUST02404,PROD0020,2023-12-03,5,0,896.85,Debit Card,TXCity1,TX,3.0,Organic Search,0,5.0,0
ORD000211,CUST00882,PROD0027,2024-07-02,2,0,781.72,Gift Card,VACity1,VA,6.0,Email,0,1.0,0
ORD000212,CUST00953,PROD0019,2024-05-29,3,5,863.24,Bank Transfer,FLCity1,FL,9.0,Organic Search,1,4.0,0
ORD000213,CUST02351,PROD0028,2023-10-05,3,5,1161.75,Apple Pay,AZCity1,AZ,1.0,Organic Search,1,5.0,0
